product_id1,product_id2,attribute_prob,behaviour_prob
P1157,P1279,0.1852,0.9666
P1157,P1287,0.1852,0.0764
P1157,P1289,0.1852,0.059
P1157,P1290,0.1852,0.0687
P1157,P1291,0.1852,0.0414
P1157,P1293,0.1852,0.6911
P1195,P1229,0.1852,0.9292
P1157,P1294,0.1852,0.6762
P1156,P1298,0.1852,0.5033
P1156,P1294,0.1852,0.3494
P1058,P1259,0.1852,0.8243
P1058,P1286,0.1852,0.3939
P1151,P1311,0.1852,0.9395
P1156,P1160,0.1852,0.3425
P1151,P1314,0.1852,0.9412
P1151,P1315,0.1852,0.9273
P1151,P1316,0.1852,0.6391
P1151,P1317,0.1852,0.7687
P1162,P1229,0.1852,0.9224
P1151,P1326,0.1852,0.8735
P1058,P1290,0.1852,0.0725
P1058,P1293,0.1852,0.6425
P1058,P1299,0.1852,0.0873
P1058,P1301,0.1852,0.966
P1026,P1157,0.1852,0.079
P1156,P1162,0.1852,0.7081
P1156,P1164,0.1852,0.6137
P1058,P1303,0.1852,0.0237
P1058,P1305,0.1852,0.1557
P1156,P1170,0.1852,0.7395
P1156,P1171,0.1852,0.6615
P1058,P1306,0.1852,0.3272
P1156,P1173,0.1852,0.6614
P1156,P1177,0.1852,0.7221
P1151,P1349,0.1852,0.9502
P1156,P1196,0.1852,0.7497
P1156,P1216,0.1852,0.452
P1058,P1287,0.1852,0.0647
P1162,P1234,0.1852,0.235
P1156,P1293,0.1852,0.3179
P1026,P1151,0.1852,0.9531
P1058,P1260,0.1852,0.5766
P1058,P1262,0.1852,0.4466
P1058,P1263,0.1852,0.8046
P1058,P1265,0.1852,0.8861
P1058,P1266,0.1852,0.4801
P1082,P1156,0.1852,0.7492
P1082,P1157,0.1852,0.16
P1151,P1249,0.1852,0.754
P1076,P1229,0.1852,0.9397
P1058,P1270,0.1852,0.193
P1151,P1252,0.1852,0.8597
P1076,P1234,0.1852,0.016
P1058,P1273,0.1852,0.0548
P1058,P1276,0.1852,0.2174
P1058,P1277,0.1852,0.1613
P1151,P1279,0.1852,0.2252
P1129,P1229,0.1852,0.9454
P1151,P1289,0.1852,0.9594
P1151,P1290,0.1852,0.9537
P1151,P1293,0.1852,0.8602
P1151,P1294,0.1852,0.8667
P1151,P1296,0.1852,0.9431
P1151,P1297,0.1852,0.8852
P1151,P1298,0.1852,0.8982
P1151,P1300,0.1852,0.9574
P1058,P1319,0.1852,0.1179
P1234,P1320,0.1852,0.0213
P1156,P1220,0.1852,0.5504
P1151,P1350,0.1852,0.9505
P1156,P1235,0.1852,0.7891
P1156,P1238,0.1852,0.6718
P1156,P1240,0.1852,0.1449
P1039,P1157,0.1852,0.2529
P1011,P1157,0.1852,0.2218
P1156,P1243,0.1852,0.8074
P1039,P1156,0.1852,0.718
P1156,P1246,0.1852,0.5796
P1156,P1249,0.1852,0.167
P1156,P1252,0.1852,0.315
P1073,P1234,0.1852,0.159
P1156,P1256,0.1852,0.6494
P1156,P1261,0.1852,0.6872
P1050,P1151,0.1852,0.9481
P1156,P1266,0.1852,0.531
P1079,P1229,0.1852,0.8585
P1046,P1234,0.1852,0.8943
P1073,P1229,0.1852,0.9294
P1156,P1279,0.1852,0.8412
P1156,P1286,0.1852,0.5976
P1156,P1289,0.1852,0.8018
P1234,P1330,0.1852,0.5516
P1156,P1290,0.1852,0.7738
P1156,P1291,0.1852,0.7981
P1012,P1151,0.1852,0.9384
P1156,P1234,0.1852,0.7767
P1156,P1231,0.1852,0.5799
P1156,P1230,0.1852,0.0682
P1156,P1229,0.1852,0.7342
P1234,P1324,0.1852,0.3271
P1151,P1352,0.1852,0.9535
P1151,P1353,0.1852,0.9387
P1005,P1157,0.1852,0.6461
P1005,P1156,0.1852,0.4048
P1005,P1151,0.1852,0.878
P1058,P1321,0.1852,0.2156
P1058,P1322,0.1852,0.3702
P1058,P1323,0.1852,0.0847
P1058,P1324,0.1852,0.2653
P1151,P1354,0.1852,0.9145
P1058,P1327,0.1852,0.304
P1050,P1156,0.1852,0.7466
P1151,P1355,0.1852,0.9577
P1151,P1356,0.1852,0.9574
P1151,P1357,0.1852,0.9525
P1120,P1234,0.1852,0.4621
P1151,P1358,0.1852,0.949
P1058,P1348,0.1852,0.1845
P1120,P1229,0.1852,0.8896
P1050,P1157,0.1852,0.1685
P1058,P1354,0.1852,0.4158
P1058,P1355,0.1852,0.1542
P1058,P1358,0.1852,0.0205
P1229,P1339,0.1852,0.416
P1076,P1151,0.1852,0.9535
P1057,P1094,0.1852,0.622
P1081,P1156,0.1852,0.7306
P1056,P1359,0.1852,0.0006
P1025,P1157,0.1852,0.052
P1057,P1179,0.1852,0.4943
P1025,P1156,0.1852,0.7778
P1006,P1151,0.1852,0.9462
P1081,P1157,0.1852,0.2182
P1057,P1287,0.1852,0.0465
P1057,P1126,0.1852,0.3805
P1056,P1198,0.1852,0.6365
P1055,P1313,0.1852,0.935
P1056,P1194,0.1852,0.1924
P1056,P1192,0.1852,0.3252
P1057,P1122,0.1852,0.8825
P1070,P1151,0.1852,0.9593
P1055,P1262,0.1852,0.8767
P1074,P1151,0.1852,0.8027
P1055,P1263,0.1852,0.6507
P1018,P1157,0.1852,0.6306
P1055,P1163,0.1852,0.9434
P1055,P1165,0.1852,0.9077
P1055,P1265,0.1852,0.401
P1057,P1272,0.1852,0.2997
P1055,P1358,0.1852,0.9303
P1057,P1274,0.1852,0.3444
P1057,P1275,0.1852,0.7274
P1055,P1359,0.1852,0.9108
P1055,P1264,0.1852,0.9299
P1074,P1156,0.1852,0.037
P1057,P1280,0.1852,0.2981
P1056,P1201,0.1852,0.4056
P1056,P1313,0.1852,0.2721
P1018,P1156,0.1852,0.4298
P1056,P1358,0.1852,0.2192
P1057,P1121,0.1852,0.8102
P1057,P1290,0.1852,0.0385
P1055,P1285,0.1852,0.7716
P1056,P1174,0.1852,0.3487
P1055,P1227,0.1852,0.8148
P1070,P1229,0.1852,0.9472
P1057,P1297,0.1852,0.612
P1127,P1156,0.1852,0.4908
P1057,P1298,0.1852,0.5621
P1056,P1175,0.1852,0.2162
P1070,P1157,0.1852,0.0579
P1127,P1151,0.1852,0.8957
P1007,P1056,0.1852,0.3108
P1144,P1234,0.1852,0.8954
P1057,P1106,0.1852,0.0624
P1056,P1309,0.1852,0.3619
P1056,P1262,0.1852,0.2764
P1055,P1246,0.1852,0.8824
P1057,P1295,0.1852,0.375
P1126,P1229,0.1852,0.9067
P1057,P1114,0.1852,0.0656
P1126,P1151,0.1852,0.9281
P1126,P1234,0.1852,0.3638
P1055,P1155,0.1852,0.8918
P1057,P1113,0.1852,0.8365
P1025,P1151,0.1852,0.9545
P1057,P1112,0.1852,0.3178
P1057,P1109,0.1852,0.0932
P1056,P1186,0.1852,0.7867
P1056,P1179,0.1852,0.2586
P1057,P1187,0.1852,0.9431
P1057,P1293,0.1852,0.6811
P1126,P1157,0.1852,0.3999
P1003,P1056,0.1852,0.065
P1070,P1156,0.1852,0.8015
P1070,P1234,0.1852,0.1114
P1055,P1280,0.1852,0.9133
P1109,P1229,0.1852,0.9476
P1056,P1088,0.1852,0.4365
P1055,P1334,0.1852,0.9385
P1069,P1234,0.1852,0.8473
P1057,P1262,0.1852,0.5065
P1057,P1263,0.1852,0.8258
P1057,P1157,0.1852,0.0314
P1056,P1227,0.1852,0.5181
P1055,P1269,0.1852,0.825
P1055,P1176,0.1852,0.8789
P1055,P1174,0.1852,0.9419
P1075,P1234,0.1852,0.4493
P1056,P1334,0.1852,0.3112
P1055,P1345,0.1852,0.2228
P1056,P1341,0.1852,0.6764
P1055,P1167,0.1852,0.8816
P1055,P1341,0.1852,0.7242
P1124,P1229,0.1852,0.9223
P1055,P1179,0.1852,0.8796
P1056,P1328,0.1852,0.3864
P1056,P1327,0.1852,0.0899
P1056,P1322,0.1852,0.1765
P1055,P1198,0.1852,0.7545
P1056,P1321,0.1852,0.4001
P1205,P1234,0.1852,0.0602
P1057,P1246,0.1852,0.4826
P1055,P1194,0.1852,0.8895
P1055,P1201,0.1852,0.8499
P1057,P1166,0.1852,0.8436
P1055,P1203,0.1852,0.8915
P1003,P1055,0.1852,0.9046
P1057,P1163,0.1852,0.0697
P1003,P1057,0.1852,0.3622
P1056,P1323,0.1852,0.3
P1055,P1192,0.1852,0.8678
P1056,P1324,0.1852,0.0393
P1055,P1166,0.1852,0.6109
P1038,P1156,0.1852,0.1043
P1055,P1268,0.1852,0.5727
P1057,P1267,0.1852,0.3081
P1109,P1151,0.1852,0.9596
P1107,P1156,0.1852,0.7368
P1111,P1151,0.1852,0.9128
P1057,P1174,0.1852,0.0451
P1074,P1157,0.1852,0.7813
P1006,P1157,0.1852,0.1983
P1057,P1175,0.1852,0.1298
P1107,P1151,0.1852,0.9461
P1055,P1266,0.1852,0.8687
P1055,P1347,0.1852,0.8339
P1057,P1268,0.1852,0.8576
P1055,P1355,0.1852,0.9423
P1057,P1176,0.1852,0.4975
P1057,P1269,0.1852,0.6522
P1056,P1203,0.1852,0.1773
P1018,P1151,0.1852,0.8832
P1038,P1157,0.1852,0.7648
P1056,P1346,0.1852,0.9148
P1075,P1229,0.1852,0.8922
P1057,P1264,0.1852,0.1314
P1057,P1150,0.1852,0.4666
P1057,P1143,0.1852,0.074
P1057,P1142,0.1852,0.5701
P1173,P1234,0.1852,0.3404
P1173,P1229,0.1852,0.91
P1055,P1274,0.1852,0.9072
P1056,P1347,0.1852,0.4628
P1055,P1272,0.1852,0.9131
P1109,P1157,0.1852,0.0638
P1057,P1266,0.1852,0.5363
P1109,P1156,0.1852,0.8028
P1003,P1058,0.1852,0.2849
P1056,P1080,0.1852,0.4982
P1001,P1156,0.1852,0.7594
P1056,P1089,0.1852,0.3613
P1057,P1092,0.1852,0.7721
P1085,P1157,0.1852,0.8897
P1056,P1150,0.1852,0.218
P1056,P1114,0.1852,0.3627
P1055,P1325,0.1852,0.9342
P1056,P1274,0.1852,0.0388
P1055,P1324,0.1852,0.9071
P1056,P1143,0.1852,0.2634
P1056,P1142,0.1852,0.3698
P1057,P1087,0.1852,0.697
P1207,P1234,0.1852,0.101
P1056,P1275,0.1852,0.6003
P1106,P1151,0.1852,0.9582
P1056,P1280,0.1852,0.0282
P1055,P1298,0.1852,0.861
P1123,P1234,0.1852,0.1175
P1056,P1113,0.1852,0.7603
P1056,P1156,0.1852,0.6811
P1021,P1151,0.1852,0.9009
P1057,P1089,0.1852,0.0636
P1057,P1091,0.1852,0.821
P1057,P1203,0.1852,0.4389
P1057,P1090,0.1852,0.6868
P1055,P1150,0.1852,0.8859
P1055,P1327,0.1852,0.902
P1056,P1272,0.1852,0.0261
P1108,P1229,0.1852,0.8834
P1056,P1112,0.1852,0.0002
P1056,P1107,0.1852,0.1747
P1056,P1295,0.1852,0.0837
P1057,P1334,0.1852,0.0097
P1038,P1151,0.1852,0.8165
P1056,P1293,0.1852,0.5325
P1056,P1109,0.1852,0.3815
P1122,P1151,0.1852,0.6208
P1057,P1201,0.1852,0.5946
P1206,P1229,0.1852,0.8737
P1056,P1121,0.1852,0.7218
P1057,P1337,0.1852,0.3163
P1106,P1157,0.1852,0.032
P1122,P1156,0.1852,0.4597
P1055,P1321,0.1852,0.9465
P1056,P1286,0.1852,0.2075
P1125,P1229,0.1852,0.9479
P1055,P1143,0.1852,0.9343
P1085,P1156,0.1852,0.4765
P1122,P1157,0.1852,0.8862
P1121,P1229,0.1852,0.6954
P1056,P1122,0.1852,0.8277
P1055,P1142,0.1852,0.8584
P1056,P1127,0.1852,0.3738
P1056,P1290,0.1852,0.2906
P1014,P1151,0.1852,0.9594
P1055,P1145,0.1852,0.5399
P1057,P1192,0.1852,0.5397
P1149,P1229,0.1852,0.8805
P1207,P1229,0.1852,0.9466
P1057,P1194,0.1852,0.4491
P1123,P1229,0.1852,0.9327
P1055,P1323,0.1852,0.9375
P1074,P1229,0.1852,0.744
P1121,P1234,0.1852,0.8051
P1056,P1117,0.1852,0.3789
P1057,P1080,0.1852,0.6577
P1125,P1234,0.1852,0.1216
P1057,P1198,0.1852,0.752
P1055,P1322,0.1852,0.8916
P1055,P1290,0.1852,0.9367
P1001,P1157,0.1852,0.1243
P1055,P1293,0.1852,0.8091
P1108,P1234,0.1852,0.4909
P1057,P1088,0.1852,0.6156
P1057,P1093,0.1852,0.0797
P1014,P1156,0.1852,0.8017
P1056,P1093,0.1852,0.3723
P1057,P1321,0.1852,0.1204
P1056,P1163,0.1852,0.3654
P1056,P1298,0.1852,0.358
P1007,P1151,0.1852,0.955
P1150,P1229,0.1852,0.8916
P1007,P1055,0.1852,0.9385
P1057,P1313,0.1852,0.063
P1056,P1092,0.1852,0.6659
P1056,P1306,0.1852,0.1203
P1055,P1309,0.1852,0.9431
P1057,P1309,0.1852,0.0644
P1014,P1157,0.1852,0.0588
P1007,P1156,0.1852,0.7802
P1056,P1091,0.1852,0.7376
P1056,P1264,0.1852,0.2148
P1056,P1167,0.1852,0.2465
P1056,P1263,0.1852,0.7445
P1056,P1090,0.1852,0.5408
P1056,P1094,0.1852,0.4458
P1205,P1229,0.1852,0.9442
P1057,P1328,0.1852,0.5815
P1150,P1234,0.1852,0.4523
P1057,P1324,0.1852,0.3448
P1056,P1296,0.1852,0.1295
P1057,P1323,0.1852,0.0257
P1056,P1269,0.1852,0.4901
P1056,P1268,0.1852,0.7912
P1055,P1328,0.1852,0.8546
P1057,P1322,0.1852,0.4383
P1074,P1167,0.1818,0.5606
P1195,P1338,0.1818,0.7147
P1074,P1170,0.1818,0.7492
P1035,P1250,0.1818,0.1149
P1281,P1336,0.1818,0.4799
P1074,P1168,0.1818,0.3964
P1187,P1296,0.1818,0.9274
P1004,P1174,0.1818,0.0634
P1067,P1194,0.1818,0.7561
P1211,P1299,0.1818,0.8674
P1188,P1291,0.1818,0.4979
P1070,P1294,0.1818,0.695
P1022,P1247,0.1818,0.5366
P1211,P1289,0.1818,0.8819
P1070,P1289,0.1818,0.0012
P1070,P1293,0.1818,0.709
P1187,P1357,0.1818,0.9394
P1291,P1353,0.1818,0.325
P1187,P1294,0.1818,0.8298
P1005,P1078,0.1818,0.5853
P1039,P1341,0.1818,0.7138
P1035,P1254,0.1818,0.093
P1035,P1251,0.1818,0.7469
P1195,P1359,0.1818,0.164
P1064,P1216,0.1818,0.364
P1281,P1338,0.1818,0.2331
P1004,P1336,0.1818,0.4046
P1035,P1253,0.1818,0.2307
P1070,P1100,0.1818,0.0278
P1074,P1166,0.1818,0.3074
P1188,P1289,0.1818,0.5071
P1287,P1336,0.1818,0.3876
P1035,P1249,0.1818,0.7297
P1035,P1258,0.1818,0.7848
P1035,P1252,0.1818,0.5263
P1070,P1296,0.1818,0.285
P1195,P1336,0.1818,0.2846
P1035,P1257,0.1818,0.3334
P1067,P1208,0.1818,0.7612
P1070,P1096,0.1818,0.3632
P1324,P1357,0.1818,0.302
P1170,P1295,0.1818,0.9094
P1022,P1245,0.1818,0.5343
P1070,P1091,0.1818,0.8367
P1004,P1338,0.1818,0.7626
P1287,P1331,0.1818,0.2802
P1026,P1296,0.1818,0.1759
P1211,P1297,0.1818,0.6661
P1195,P1329,0.1818,0.6393
P1067,P1216,0.1818,0.6615
P1022,P1242,0.1818,0.2796
P1291,P1352,0.1818,0.1093
P1067,P1215,0.1818,0.6648
P1039,P1339,0.1818,0.8716
P1291,P1350,0.1818,0.1641
P1195,P1331,0.1818,0.1592
P1035,P1256,0.1818,0.0744
P1022,P1243,0.1818,0.5498
P1196,P1214,0.1818,0.1321
P1067,P1214,0.1818,0.8219
P1291,P1349,0.1818,0.1693
P1070,P1093,0.1818,0.0084
P1324,P1359,0.1818,0.0399
P1188,P1338,0.1818,0.5693
P1067,P1209,0.1818,0.6029
P1287,P1329,0.1818,0.6912
P1204,P1327,0.1818,0.5661
P1188,P1294,0.1818,0.3818
P1196,P1215,0.1818,0.5387
P1070,P1291,0.1818,0.0172
P1211,P1294,0.1818,0.6125
P1188,P1209,0.1818,0.3743
P1188,P1296,0.1818,0.3099
P1211,P1296,0.1818,0.8347
P1196,P1209,0.1818,0.6107
P1070,P1094,0.1818,0.655
P1295,P1336,0.1818,0.0656
P1039,P1305,0.1818,0.2698
P1022,P1244,0.1818,0.1615
P1039,P1338,0.1818,0.698
P1188,P1297,0.1818,0.2825
P1188,P1298,0.1818,0.1902
P1067,P1204,0.1818,0.5013
P1022,P1241,0.1818,0.2911
P1286,P1331,0.1818,0.2125
P1187,P1291,0.1818,0.9472
P1214,P1261,0.1818,0.0779
P1204,P1282,0.1818,0.1987
P1039,P1347,0.1818,0.5249
P1216,P1261,0.1818,0.4293
P1204,P1280,0.1818,0.6162
P1035,P1280,0.1818,0.0451
P1005,P1357,0.1818,0.6108
P1070,P1312,0.1818,0.0691
P1000,P1074,0.1818,0.7219
P1070,P1311,0.1818,0.3278
P1000,P1076,0.1818,0.1527
P1186,P1209,0.1818,0.57
P1002,P1120,0.1818,0.5316
P1067,P1357,0.1818,0.8569
P1204,P1279,0.1818,0.8718
P1072,P1109,0.1818,0.0694
P1160,P1295,0.1818,0.4707
P1072,P1112,0.1818,0.3353
P1021,P1078,0.1818,0.4897
P1279,P1298,0.1818,0.9212
P1039,P1292,0.1818,0.4731
P1204,P1288,0.1818,0.0017
P1018,P1176,0.1818,0.241
P1018,P1175,0.1818,0.5617
P1022,P1200,0.1818,0.5192
P1295,P1329,0.1818,0.5289
P1022,P1199,0.1818,0.0157
P1289,P1300,0.1818,0.0459
P1291,P1329,0.1818,0.7266
P1070,P1308,0.1818,0.4035
P1291,P1321,0.1818,0.0527
P1018,P1174,0.1818,0.6358
P1291,P1320,0.1818,0.115
P1070,P1307,0.1818,0.7442
P1021,P1210,0.1818,0.6943
P1204,P1285,0.1818,0.0107
P1295,P1320,0.1818,0.3443
P1295,P1318,0.1818,0.187
P1214,P1265,0.1818,0.8653
P1035,P1261,0.1818,0.0362
P1185,P1329,0.1818,0.5377
P1185,P1338,0.1818,0.6343
P1185,P1336,0.1818,0.0831
P1022,P1179,0.1818,0.0052
P1214,P1269,0.1818,0.5389
P1204,P1276,0.1818,0.614
P1185,P1331,0.1818,0.0721
P1001,P1078,0.1818,0.0255
P1204,P1275,0.1818,0.012
P1022,P1186,0.1818,0.7138
P1197,P1289,0.1818,0.1054
P1214,P1272,0.1818,0.0714
P1197,P1291,0.1818,0.0887
P1026,P1216,0.1818,0.5826
P1291,P1318,0.1818,0.5282
P1197,P1294,0.1818,0.6594
P1197,P1296,0.1818,0.2017
P1279,P1305,0.1818,0.9673
P1022,P1187,0.1818,0.8881
P1160,P1299,0.1818,0.6615
P1295,P1310,0.1818,0.7911
P1204,P1278,0.1818,0.4619
P1295,P1314,0.1818,0.1749
P1204,P1277,0.1818,0.7467
P1295,P1312,0.1818,0.3873
P1074,P1128,0.1818,0.5599
P1070,P1318,0.1818,0.5364
P1295,P1311,0.1818,0.1516
P1022,P1192,0.1818,0.0945
P1070,P1323,0.1818,0.1109
P1277,P1294,0.1818,0.6856
P1022,P1191,0.1818,0.5086
P1022,P1190,0.1818,0.2023
P1022,P1189,0.1818,0.9325
P1022,P1188,0.1818,0.06
P1021,P1071,0.1818,0.3775
P1295,P1304,0.1818,0.0258
P1035,P1279,0.1818,0.9485
P1009,P1299,0.1818,0.1184
P1009,P1298,0.1818,0.4917
P1021,P1200,0.1818,0.5748
P1074,P1161,0.1818,0.6688
P1204,P1317,0.1818,0.2848
P1216,P1298,0.1818,0.0936
P1291,P1338,0.1818,0.7838
P1272,P1357,0.1818,0.254
P1216,P1296,0.1818,0.4935
P1187,P1209,0.1818,0.8318
P1035,P1262,0.1818,0.2636
P1070,P1297,0.1818,0.6459
P1004,P1194,0.1818,0.4384
P1035,P1263,0.1818,0.74
P1286,P1338,0.1818,0.5691
P1166,P1194,0.1818,0.7161
P1021,P1205,0.1818,0.5662
P1023,P1214,0.1818,0.4686
P1023,P1215,0.1818,0.0001
P1291,P1347,0.1818,0.6598
P1004,P1128,0.1818,0.8987
P1186,P1289,0.1818,0.8674
P1074,P1165,0.1818,0.6573
P1187,P1289,0.1818,0.9481
P1196,P1289,0.1818,0.208
P1196,P1291,0.1818,0.1932
P1039,P1304,0.1818,0.2106
P1196,P1294,0.1818,0.6153
P1196,P1297,0.1818,0.5535
P1204,P1322,0.1818,0.5204
P1196,P1299,0.1818,0.1107
P1021,P1199,0.1818,0.1015
P1204,P1321,0.1818,0.7631
P1002,P1112,0.1818,0.6403
P1070,P1080,0.1818,0.6877
P1288,P1357,0.1818,0.7126
P1288,P1359,0.1818,0.6046
P1074,P1163,0.1818,0.7899
P1204,P1320,0.1818,0.7174
P1023,P1216,0.1818,0.0097
P1039,P1289,0.1818,0.2971
P1000,P1070,0.1818,0.2591
P1186,P1297,0.1818,0.625
P1039,P1168,0.1818,0.8233
P1196,P1357,0.1818,0.0744
P1004,P1331,0.1818,0.3002
P1216,P1269,0.1818,0.1238
P1022,P1205,0.1818,0.5095
P1216,P1265,0.1818,0.744
P1004,P1329,0.1818,0.6998
P1035,P1266,0.1818,0.3081
P1216,P1295,0.1818,0.365
P1035,P1268,0.1818,0.7875
P1186,P1294,0.1818,0.5648
P1022,P1203,0.1818,0.0941
P1204,P1290,0.1818,0.7198
P1186,P1291,0.1818,0.8649
P1022,P1201,0.1818,0.2025
P1295,P1331,0.1818,0.0895
P1204,P1292,0.1818,0.3372
P1039,P1167,0.1818,0.3336
P1204,P1293,0.1818,0.1552
P1277,P1291,0.1818,0.0127
P1021,P1191,0.1818,0.4443
P1291,P1336,0.1818,0.4578
P1039,P1166,0.1818,0.7972
P1005,P1297,0.1818,0.0583
P1278,P1359,0.1818,0.2665
P1216,P1286,0.1818,0.2657
P1286,P1329,0.1818,0.4553
P1035,P1264,0.1818,0.2284
P1216,P1280,0.1818,0.4345
P1216,P1279,0.1818,0.913
P1186,P1336,0.1818,0.7509
P1216,P1275,0.1818,0.3131
P1216,P1272,0.1818,0.4333
P1277,P1289,0.1818,0.0308
P1171,P1295,0.1818,0.0273
P1275,P1357,0.1818,0.7096
P1070,P1116,0.1818,0.0139
P1195,P1298,0.1818,0.4636
P1074,P1281,0.1818,0.2564
P1064,P1175,0.1818,0.7099
P1193,P1331,0.1818,0.263
P1191,P1295,0.1818,0.6003
P1212,P1294,0.1818,0.4577
P1064,P1176,0.1818,0.4977
P1074,P1200,0.1818,0.7864
P1193,P1336,0.1818,0.373
P1193,P1338,0.1818,0.7499
P1078,P1095,0.1818,0.6597
P1074,P1263,0.1818,0.2284
P1212,P1291,0.1818,0.4276
P1074,P1198,0.1818,0.0892
P1074,P1284,0.1818,0.7379
P1025,P1216,0.1818,0.5945
P1023,P1078,0.1818,0.5451
P1212,P1289,0.1818,0.4381
P1167,P1297,0.1818,0.2451
P1074,P1289,0.1818,0.7942
P1191,P1298,0.1818,0.4295
P1167,P1298,0.1818,0.148
P1212,P1296,0.1818,0.2132
P1193,P1329,0.1818,0.6838
P1039,P1323,0.1818,0.2084
P1074,P1268,0.1818,0.3693
P1070,P1165,0.1818,0.3986
P1296,P1310,0.1818,0.8333
P1074,P1269,0.1818,0.3506
P1074,P1207,0.1818,0.7915
P1074,P1272,0.1818,0.6775
P1070,P1163,0.1818,0.0192
P1070,P1161,0.1818,0.3777
P1021,P1161,0.1818,0.3408
P1169,P1194,0.1818,0.1567
P1074,P1275,0.1818,0.1716
P1074,P1202,0.1818,0.5593
P1212,P1299,0.1818,0.3691
P1167,P1299,0.1818,0.474
P1191,P1305,0.1818,0.7635
P1212,P1297,0.1818,0.3706
P1025,P1214,0.1818,0.2294
P1193,P1359,0.1818,0.2673
P1074,P1290,0.1818,0.7651
P1039,P1331,0.1818,0.11
P1039,P1259,0.1818,0.7968
P1070,P1240,0.1818,0.8303
P1194,P1210,0.1818,0.7505
P1194,P1211,0.1818,0.7648
P1194,P1212,0.1818,0.1064
P1194,P1213,0.1818,0.5036
P1074,P1192,0.1818,0.5093
P1070,P1241,0.1818,0.3457
P1218,P1289,0.1818,0.1652
P1070,P1243,0.1818,0.0294
P1218,P1291,0.1818,0.1496
P1194,P1215,0.1818,0.2724
P1194,P1216,0.1818,0.2795
P1194,P1217,0.1818,0.0736
P1194,P1218,0.1818,0.3986
P1218,P1294,0.1818,0.635
P1005,P1039,0.1818,0.5263
P1276,P1297,0.1818,0.4441
P1074,P1297,0.1818,0.4179
P1027,P1117,0.1818,0.0266
P1010,P1081,0.1818,0.6239
P1022,P1314,0.1818,0.329
P1074,P1291,0.1818,0.7903
P1194,P1200,0.1818,0.479
P1078,P1092,0.1818,0.7414
P1194,P1201,0.1818,0.2641
P1194,P1203,0.1818,0.0182
P1074,P1293,0.1818,0.2917
P1276,P1299,0.1818,0.2858
P1074,P1296,0.1818,0.7118
P1078,P1089,0.1818,0.1751
P1194,P1209,0.1818,0.3858
P1206,P1296,0.1818,0.416
P1206,P1298,0.1818,0.043
P1206,P1299,0.1818,0.5318
P1010,P1082,0.1818,0.6499
P1039,P1328,0.1818,0.4573
P1078,P1088,0.1818,0.5637
P1074,P1266,0.1818,0.513
P1074,P1262,0.1818,0.5424
P1218,P1296,0.1818,0.1445
P1192,P1331,0.1818,0.3294
P1168,P1194,0.1818,0.7526
P1078,P1168,0.1818,0.8453
P1192,P1336,0.1818,0.2118
P1039,P1321,0.1818,0.3216
P1072,P1298,0.1818,0.5733
P1271,P1359,0.1818,0.0501
P1078,P1164,0.1818,0.3609
P1013,P1299,0.1818,0.928
P1026,P1329,0.1818,0.6903
P1078,P1120,0.1818,0.4054
P1026,P1331,0.1818,0.2781
P1192,P1329,0.1818,0.3603
P1005,P1021,0.1818,0.1872
P1078,P1162,0.1818,0.1544
P1019,P1021,0.1818,0.593
P1035,P1209,0.1818,0.4952
P1192,P1305,0.1818,0.5643
P1192,P1298,0.1818,0.0486
P1192,P1338,0.1818,0.494
P1217,P1299,0.1818,0.4778
P1078,P1174,0.1818,0.1587
P1078,P1175,0.1818,0.0122
P1217,P1289,0.1818,0.5349
P1072,P1305,0.1818,0.0284
P1217,P1294,0.1818,0.3449
P1022,P1349,0.1818,0.4319
P1022,P1350,0.1818,0.4354
P1192,P1357,0.1818,0.5097
P1070,P1209,0.1818,0.6913
P1070,P1207,0.1818,0.0115
P1070,P1202,0.1818,0.5324
P1070,P1200,0.1818,0.0352
P1070,P1198,0.1818,0.7737
P1217,P1296,0.1818,0.3487
P1070,P1192,0.1818,0.58
P1022,P1339,0.1818,0.8052
P1070,P1190,0.1818,0.4185
P1035,P1207,0.1818,0.3813
P1078,P1176,0.1818,0.4296
P1022,P1353,0.1818,0.3008
P1011,P1175,0.1818,0.0768
P1022,P1335,0.1818,0.4354
P1193,P1294,0.1818,0.6411
P1205,P1329,0.1818,0.7158
P1168,P1338,0.1818,0.4148
P1192,P1208,0.1818,0.1818
P1070,P1168,0.1818,0.8756
P1320,P1359,0.1818,0.284
P1193,P1297,0.1818,0.5834
P1192,P1204,0.1818,0.4148
P1005,P1032,0.1818,0.6104
P1272,P1295,0.1818,0.1076
P1078,P1128,0.1818,0.8872
P1193,P1298,0.1818,0.5298
P1005,P1034,0.1818,0.4474
P1006,P1078,0.1818,0.0605
P1070,P1167,0.1818,0.531
P1070,P1166,0.1818,0.8573
P1191,P1357,0.1818,0.7339
P1074,P1209,0.1818,0.3325
P1193,P1296,0.1818,0.1587
P1205,P1331,0.1818,0.3376
P1022,P1356,0.1818,0.5141
P1070,P1171,0.1818,0.4137
P1022,P1333,0.1818,0.3732
P1011,P1176,0.1818,0.3745
P1022,P1330,0.1818,0.141
P1070,P1185,0.1818,0.4188
P1074,P1240,0.1818,0.1765
P1022,P1322,0.1818,0.095
P1205,P1338,0.1818,0.7752
P1022,P1318,0.1818,0.0004
P1205,P1336,0.1818,0.4364
P1074,P1241,0.1818,0.685
